0,1.e-04,6.36207e-01,2.57089e-01
1,1.e-04,1.80970e-01,1.25858e-01
2,1.e-04,9.07107e-02,6.42902e-02
3,1.e-04,5.14764e-02,4.05192e-02
4,1.e-04,3.38291e-02,2.87591e-02
5,1.e-04,2.51935e-02,2.21831e-02
6,1.e-04,1.97177e-02,1.71061e-02
7,1.e-04,1.57185e-02,1.41874e-02
8,1.e-04,1.35802e-02,1.20358e-02
9,1.e-04,1.16966e-02,1.12378e-02
10,1.e-04,1.02047e-02,1.0078e-02
11,1.e-04,9.63584e-03,9.16547e-03
12,1.e-04,8.76832e-03,8.36793e-03
13,1.e-04,8.41086e-03,7.94748e-03
14,1.e-04,7.94631e-03,8.20399e-03
15,1.e-04,7.64270e-03,7.21524e-03
16,1.e-04,7.43927e-03,7.4589e-03
17,1.e-04,7.23061e-03,7.68964e-03
18,1.e-04,6.8818e-03,6.61988e-03
19,1.e-04,6.85739e-03,6.51503e-03
