0,1.e-04,8.31597e-02,2.51291e-02
1,1.e-04,1.98100e-02,1.52246e-02
2,1.e-04,1.32275e-02,1.13268e-02
3,1.e-04,1.05548e-02,9.4943e-03
4,1.e-04,9.32811e-03,8.73103e-03
5,1.e-04,8.34525e-03,7.86624e-03
6,1.e-04,7.90618e-03,7.51662e-03
7,1.e-04,7.33513e-03,6.86234e-03
8,1.e-04,7.05849e-03,6.82222e-03
9,1.e-04,6.89098e-03,6.88548e-03
10,1.e-04,6.8417e-03,7.07908e-03
11,1.e-04,6.63951e-03,6.53181e-03
12,1.e-04,6.59047e-03,6.59675e-03
13,1.e-04,6.47924e-03,6.70544e-03
14,1.e-04,6.47759e-03,6.29392e-03
15,1.e-04,6.35702e-03,6.17561e-03
16,1.e-04,6.28657e-03,6.19052e-03
17,1.e-04,6.26750e-03,6.20498e-03
18,1.e-04,6.24559e-03,6.07121e-03
19,1.e-04,6.25798e-03,6.14297e-03
