0,1.e-04,6.29431e-03,5.62182e-03
1,1.e-04,5.64251e-03,5.38243e-03
2,1.e-04,5.54013e-03,5.32865e-03
3,1.e-04,5.44046e-03,5.36989e-03
4,1.e-04,5.41442e-03,5.21909e-03
5,1.e-04,5.33572e-03,5.23068e-03
6,1.e-04,5.26307e-03,5.15972e-03
7,1.e-04,5.16906e-03,5.02950e-03
8,1.e-04,5.09073e-03,4.87110e-03
9,1.e-04,5.03546e-03,4.94642e-03
10,1.e-04,4.93091e-03,4.95878e-03
11,1.e-04,4.89796e-03,5.04859e-03
12,1.e-04,4.84018e-03,4.83109e-03
13,1.e-04,4.78439e-03,4.99796e-03
14,1.e-04,4.76653e-03,5.05781e-03
15,1.e-04,4.72878e-03,4.76127e-03
16,1.e-04,4.65763e-03,4.73239e-03
17,1.e-04,4.67443e-03,4.77903e-03
18,1.e-04,4.57062e-03,4.68253e-03
19,1.e-04,4.56428e-03,4.62562e-03
