0,1.e-04,2.08282e-02,9.80187e-03
1,1.e-04,8.39519e-03,7.11067e-03
2,1.e-04,6.92058e-03,6.35829e-03
3,1.e-04,6.45652e-03,5.98919e-03
4,1.e-04,6.16264e-03,5.86288e-03
5,1.e-04,5.97057e-03,5.64832e-03
6,1.e-04,5.82601e-03,5.58023e-03
7,1.e-04,5.74148e-03,5.57984e-03
8,1.e-04,5.65968e-03,5.36983e-03
9,1.e-04,5.52211e-03,5.38422e-03
10,1.e-04,5.45604e-03,5.39599e-03
11,1.e-04,5.41783e-03,5.17617e-03
12,1.e-04,5.25789e-03,5.09997e-03
13,1.e-04,5.14959e-03,5.04001e-03
14,1.e-04,5.05335e-03,4.90908e-03
15,1.e-04,5.04972e-03,4.83238e-03
16,1.e-04,4.88912e-03,4.7489e-03
17,1.e-04,4.851e-03,4.73497e-03
18,1.e-04,4.73976e-03,4.95162e-03
19,1.e-04,4.68964e-03,5.09129e-03
