0,1.e-04,1.44813e-02,9.45309e-03
1,1.e-04,8.48722e-03,7.63882e-03
2,1.e-04,6.98059e-03,6.26462e-03
3,1.e-04,6.38115e-03,6.22629e-03
4,1.e-04,6.05624e-03,5.74912e-03
5,1.e-04,5.83213e-03,5.63408e-03
6,1.e-04,5.76708e-03,5.59047e-03
7,1.e-04,5.59454e-03,5.54563e-03
8,1.e-04,5.52533e-03,5.47917e-03
9,1.e-04,5.45612e-03,5.32593e-03
10,1.e-04,5.38025e-03,5.22722e-03
11,1.e-04,5.32659e-03,5.27582e-03
12,1.e-04,5.27141e-03,5.22572e-03
13,1.e-04,5.19896e-03,5.05037e-03
14,1.e-04,5.09804e-03,5.08575e-03
15,1.e-04,5.12831e-03,4.91974e-03
16,1.e-04,5.10659e-03,5.17329e-03
17,1.e-04,4.94172e-03,4.93925e-03
18,1.e-04,4.99756e-03,4.87096e-03
19,1.e-04,4.89888e-03,4.77006e-03
