0,1.04217e-01,1.44894e-02
1,8.97385e-03,7.48716e-03
2,7.23979e-03,6.08303e-03
3,6.75998e-03,5.79068e-03
4,6.76423e-03,6.05016e-03
5,6.29647e-03,7.20342e-03
6,6.01285e-03,5.29299e-03
7,6.31644e-03,5.16203e-03
8,5.7487e-03,5.20197e-03
9,5.65130e-03,5.45969e-03
10,5.49105e-03,5.60853e-03
11,5.31162e-03,6.78821e-03
12,5.05946e-03,4.63278e-03
13,5.01565e-03,5.77823e-03
14,4.76676e-03,5.69693e-03
15,4.44399e-03,4.44395e-03
16,4.47096e-03,4.84694e-03
17,4.084e-03,4.15163e-03
18,4.05341e-03,4.38736e-03
19,3.91124e-03,4.15124e-03
20,3.89011e-03,4.02741e-03
21,3.77282e-03,4.02489e-03
22,3.77963e-03,4.40281e-03
23,3.65327e-03,4.16316e-03
24,3.51494e-03,3.93919e-03
25,3.48632e-03,3.66276e-03
26,3.38599e-03,4.19822e-03
27,3.38034e-03,3.91611e-03
28,3.38420e-03,3.94292e-03
29,3.28599e-03,3.66538e-03
30,3.19119e-03,3.64427e-03
31,3.17401e-03,3.65338e-03
32,3.16011e-03,3.69941e-03
33,3.11565e-03,3.68386e-03
34,3.04216e-03,3.54846e-03
35,2.95790e-03,3.54349e-03
36,2.98471e-03,3.80494e-03
37,2.88348e-03,3.57290e-03
38,2.88259e-03,3.78051e-03
39,2.86452e-03,3.50853e-03
40,2.87504e-03,3.42645e-03
41,2.82235e-03,3.51764e-03
42,2.78314e-03,3.46449e-03
43,2.77089e-03,3.49796e-03
44,2.76761e-03,3.42451e-03
45,2.73761e-03,3.47393e-03
46,2.6226e-03,3.59536e-03
47,2.63581e-03,3.57428e-03
48,2.65910e-03,4.18019e-03
49,2.59952e-03,3.80290e-03
50,2.58051e-03,3.76425e-03
51,2.51612e-03,3.83432e-03
52,2.54679e-03,4.12734e-03
53,2.52168e-03,3.41924e-03
54,2.48122e-03,3.53579e-03
55,2.50736e-03,3.52219e-03
56,2.499e-03,3.53774e-03
57,2.4407e-03,3.83637e-03
58,2.41600e-03,3.76491e-03
59,2.45780e-03,3.72104e-03
60,2.37484e-03,3.66324e-03
61,2.46107e-03,3.77531e-03
62,2.34784e-03,3.79265e-03
63,2.36039e-03,3.50569e-03
64,2.31237e-03,3.53853e-03
65,2.34639e-03,4.56216e-03
66,2.32480e-03,3.50810e-03
67,2.32110e-03,3.54506e-03
68,2.23886e-03,3.92289e-03
69,2.23936e-03,3.47000e-03
70,2.24562e-03,4.67262e-03
71,2.25539e-03,3.84518e-03
72,2.22444e-03,3.83278e-03
73,2.20899e-03,4.16125e-03
74,2.20213e-03,3.79994e-03
75,2.19532e-03,3.54557e-03
76,2.17196e-03,3.78197e-03
77,2.16930e-03,4.38067e-03
78,2.16475e-03,3.73765e-03
79,2.12291e-03,3.68466e-03
80,2.15700e-03,3.5124e-03
81,2.11509e-03,3.51060e-03
82,2.12834e-03,3.48298e-03
83,2.13920e-03,4.01956e-03
84,2.07358e-03,3.58976e-03
85,2.04129e-03,3.86381e-03
86,2.09151e-03,3.55005e-03
87,2.08827e-03,3.53402e-03
88,2.05253e-03,3.80047e-03
89,2.01734e-03,3.58473e-03
90,2.00603e-03,3.60755e-03
91,2.01714e-03,3.65569e-03
92,2.00615e-03,3.82567e-03
93,2.01613e-03,3.64615e-03
94,2.00682e-03,3.76497e-03
95,1.97634e-03,3.68848e-03
96,1.97101e-03,3.67997e-03
97,1.96569e-03,3.65986e-03
98,1.95901e-03,3.64046e-03
