0,1.e-04,1.44094e-02,7.93201e-03
1,1.e-04,7.33593e-03,6.87764e-03
2,1.e-04,6.58259e-03,6.24299e-03
3,1.e-04,6.18504e-03,5.82443e-03
4,1.e-04,6.0246e-03,5.66191e-03
5,1.e-04,5.85653e-03,5.77599e-03
6,1.e-04,5.75759e-03,5.68963e-03
7,1.e-04,5.69551e-03,5.46953e-03
8,1.e-04,5.71263e-03,5.48789e-03
9,1.e-04,5.62222e-03,5.46861e-03
10,1.e-04,5.59272e-03,5.46112e-03
11,1.e-04,5.60522e-03,5.43327e-03
12,1.e-04,5.53160e-03,5.56376e-03
13,1.e-04,5.50782e-03,5.31887e-03
14,1.e-04,5.45954e-03,5.22652e-03
15,1.e-04,5.40619e-03,5.39656e-03
16,1.e-04,5.40638e-03,5.21598e-03
17,1.e-04,5.38079e-03,5.22616e-03
18,1.e-04,5.28834e-03,5.17617e-03
19,1.e-04,5.24284e-03,5.18456e-03
