0,1.e-04,3.12406e-01,3.11145e-01
1,1.e-04,2.729e-01,1.36443e-01
2,1.e-04,6.05027e-02,3.18710e-02
3,1.e-04,2.22548e-02,1.74091e-02
4,1.e-04,1.47649e-02,1.23625e-02
5,1.e-04,1.16454e-02,9.79928e-03
6,1.e-04,9.61952e-03,8.90386e-03
7,1.e-04,8.68672e-03,8.00163e-03
8,1.e-04,8.01888e-03,7.57949e-03
9,1.e-04,7.43590e-03,7.1691e-03
10,1.e-04,7.02397e-03,6.84638e-03
11,1.e-04,6.6864e-03,6.58468e-03
12,1.e-04,6.59293e-03,6.29373e-03
13,1.e-04,6.39676e-03,6.04839e-03
14,1.e-04,6.25105e-03,5.85312e-03
15,1.e-04,6.09821e-03,5.74977e-03
16,1.e-04,5.97368e-03,5.88268e-03
17,1.e-04,5.93765e-03,5.63274e-03
18,1.e-04,5.89301e-03,5.66427e-03
19,1.e-04,5.76895e-03,5.75082e-03
