0,1.e-04,8.16028e-02,4.65432e-02
1,1.e-04,3.58827e-02,2.60980e-02
2,1.e-04,1.97674e-02,1.53812e-02
3,1.e-04,1.28290e-02,1.08905e-02
4,1.e-04,9.43132e-03,8.51151e-03
5,1.e-04,7.83586e-03,7.44772e-03
6,1.e-04,6.91797e-03,6.46775e-03
7,1.e-04,6.41698e-03,5.97391e-03
8,1.e-04,6.14524e-03,5.94696e-03
9,1.e-04,5.99113e-03,5.93791e-03
10,1.e-04,5.921e-03,5.59061e-03
11,1.e-04,5.83218e-03,5.64255e-03
12,1.e-04,5.76011e-03,5.66691e-03
13,1.e-04,5.71803e-03,5.61840e-03
14,1.e-04,5.69758e-03,5.69183e-03
15,1.e-04,5.69624e-03,5.53083e-03
16,1.e-04,5.62914e-03,5.5936e-03
17,1.e-04,5.60555e-03,5.43681e-03
18,1.e-04,5.59168e-03,5.49052e-03
19,1.e-04,5.61046e-03,5.55884e-03
