0,1.e-04,2.43529e-01,5.70076e-02
1,1.e-04,3.67940e-02,2.42455e-02
2,1.e-04,1.97113e-02,1.64044e-02
3,1.e-04,1.40077e-02,1.18087e-02
4,1.e-04,1.13278e-02,1.01130e-02
5,1.e-04,9.61434e-03,9.01673e-03
6,1.e-04,8.63421e-03,9.16844e-03
7,1.e-04,8.01735e-03,7.54568e-03
8,1.e-04,7.37384e-03,8.18701e-03
9,1.e-04,7.20435e-03,6.85168e-03
10,1.e-04,6.96545e-03,6.49237e-03
11,1.e-04,6.50743e-03,6.39756e-03
12,1.e-04,6.32079e-03,6.69394e-03
13,1.e-04,6.07761e-03,5.94167e-03
14,1.e-04,6.02034e-03,5.9401e-03
15,1.e-04,5.99090e-03,5.48648e-03
16,1.e-04,5.86882e-03,5.87917e-03
17,1.e-04,5.74893e-03,5.70394e-03
18,1.e-04,5.62839e-03,5.84461e-03
19,1.e-04,5.65868e-03,5.86701e-03
