0,1.e-04,5.31109e-01,1.5791e-01
1,1.e-04,1.05547e-01,6.78922e-02
2,1.e-04,5.07374e-02,4.0029e-02
3,1.e-04,3.15726e-02,2.62761e-02
4,1.e-04,2.35605e-02,2.03220e-02
5,1.e-04,1.82808e-02,1.69164e-02
6,1.e-04,1.51027e-02,1.40290e-02
7,1.e-04,1.28058e-02,1.13839e-02
8,1.e-04,1.13851e-02,1.08996e-02
9,1.e-04,1.03927e-02,9.84133e-03
10,1.e-04,9.29233e-03,8.52411e-03
11,1.e-04,8.70969e-03,8.40462e-03
12,1.e-04,8.08016e-03,7.60653e-03
13,1.e-04,7.64119e-03,8.24083e-03
14,1.e-04,7.27808e-03,7.39793e-03
15,1.e-04,7.02092e-03,6.33253e-03
16,1.e-04,6.83882e-03,6.57231e-03
17,1.e-04,6.57277e-03,6.16518e-03
18,1.e-04,6.36122e-03,6.27353e-03
19,1.e-04,6.51669e-03,6.12280e-03
20,1.e-04,6.10383e-03,5.77433e-03
