0,1.e-04,8.90008e-02,3.38798e-02
1,1.e-04,2.48443e-02,1.79196e-02
2,1.e-04,1.55468e-02,1.30014e-02
3,1.e-04,1.1775e-02,1.07245e-02
4,1.e-04,9.79836e-03,8.98197e-03
5,1.e-04,8.51969e-03,8.32617e-03
6,1.e-04,7.77573e-03,7.03466e-03
7,1.e-04,7.14594e-03,6.84989e-03
8,1.e-04,6.7877e-03,6.55358e-03
9,1.e-04,6.56638e-03,6.39708e-03
10,1.e-04,6.45634e-03,6.12226e-03
11,1.e-04,6.39040e-03,5.97320e-03
12,1.e-04,6.29435e-03,6.31186e-03
13,1.e-04,6.24678e-03,6.09360e-03
14,1.e-04,6.07984e-03,6.02429e-03
15,1.e-04,6.15295e-03,5.94660e-03
16,1.e-04,6.07598e-03,5.87229e-03
17,1.e-04,6.07208e-03,5.91633e-03
18,1.e-04,6.07475e-03,6.12896e-03
19,1.e-04,6.03141e-03,6.12003e-03
