0,1.e-04,3.88151e-02,1.53431e-02
1,1.e-04,1.22396e-02,9.61497e-03
2,1.e-04,8.8154e-03,7.77220e-03
3,1.e-04,7.47103e-03,6.71392e-03
4,1.e-04,6.68203e-03,6.23896e-03
5,1.e-04,6.38177e-03,6.11732e-03
6,1.e-04,6.10992e-03,6.40273e-03
7,1.e-04,5.93097e-03,5.81694e-03
8,1.e-04,5.80776e-03,5.82619e-03
9,1.e-04,5.69528e-03,5.85849e-03
10,1.e-04,5.61659e-03,5.93913e-03
11,1.e-04,5.51274e-03,5.55934e-03
12,1.e-04,5.50396e-03,5.40265e-03
13,1.e-04,5.40232e-03,5.36743e-03
14,1.e-04,5.49068e-03,5.41040e-03
15,1.e-04,5.29071e-03,5.34207e-03
16,1.e-04,5.27979e-03,5.30620e-03
17,1.e-04,5.27672e-03,5.44105e-03
18,1.e-04,5.16866e-03,5.18966e-03
19,1.e-04,5.14823e-03,5.07471e-03
